No,card,credit1,credit2,work,age,sex,90days,14days,CP
4371,B,600000,300000,7,58,1,17987,12514,1
4372,B,1300000,300000,7,73,1,144227,1558,1
4373,B,1200000,300000,7,49,1,131857,10089,1
4374,B,600000,300000,6,23,1,5015,12069,1
4375,B,700000,200000,6,20,0,18703,15975,1
4376,B,200000,200000,6,21,1,334,23611,1
4377,B,800000,800000,4,50,1,5168,288,1
4378,B,700000,700000,2,26,1,0,10505,1
4379,B,1000000,300000,6,21,1,5634,5841,1
4380,B,800000,600000,3,32,1,176265,65322,1
4381,B,1200000,300000,2,24,1,71131,18990,1
4382,B,800000,800000,13,32,1,0,43056,1
4383,B,600000,600000,5,25,1,0,25663,1
4384,A,600000,600000,3,26,1,7391,104076,1
4385,B,200000,200000,6,21,1,15828,21148,1
4386,B,1000000,1000000,2,37,1,114899,38205,1
4387,B,1300000,1300000,2,31,1,457514,30186,1
4388,B,1200000,1200000,2,26,1,21170,16647,1
4389,B,400000,400000,2,24,1,55625,19825,1
4390,B,500000,300000,6,23,1,19244,10980,1
4391,B,700000,700000,2,27,1,1359,146015,1
4392,B,500000,500000,2,28,1,0,14077,1
4393,B,800000,300000,12,52,1,16245,14093,1
4394,B,700000,700000,12,35,1,7106,40455,1
4395,B,600000,600000,2,25,1,16896,4581,1
4396,B,800000,800000,2,54,1,19642,612,1
4397,B,600000,600000,2,33,1,122741,1881,1
4398,B,600000,600000,4,52,1,1000,20045,1
4399,B,700000,700000,12,26,1,43723,26915,1
4400,B,200000,200000,6,20,1,30340,30495,1
4401,B,500000,300000,6,23,1,6584,15030,1
4402,B,1300000,300000,6,26,1,15865,15890,1
4403,B,1200000,1200000,2,34,1,45477,25071,1
4404,B,800000,800000,2,34,1,75633,15570,1
4405,B,800000,800000,2,38,1,0,28611,1
4406,B,700000,700000,2,32,1,23278,13860,1
4407,B,1100000,1100000,2,25,1,119936,16880,1
4408,B,200000,200000,6,21,1,67220,7936,1
4409,B,1200000,1100000,2,23,1,102768,0,1
4410,B,700000,700000,2,26,1,97941,20421,1
4411,B,1000000,600000,2,24,1,57620,25664,1
4412,B,800000,800000,2,35,0,39200,104751,1
4413,B,1100000,1100000,2,24,1,11525,34097,1
4414,B,200000,200000,2,27,1,17680,33759,1
4415,B,800000,800000,3,28,1,,20939,1
4416,B,700000,200000,6,23,1,110613,59606,1
4417,B,700000,700000,2,54,1,67057,24057,1
4418,B,1100000,1100000,2,29,1,36070,47066,1
4419,B,700000,700000,2,26,1,0,72801,1
4420,B,800000,800000,2,24,1,21241,37284,1
4421,B,800000,800000,2,24,1,884,14265,1
4422,B,1300000,500000,8,79,1,38022,33061,1
4423,B,200000,200000,2,31,1,112250,7577,1
4424,B,1200000,800000,2,25,1,6902,14969,1
4425,B,300000,300000,2,27,1,16626,6930,1
4426,B,200000,200000,2,24,0,0,35037,1
4427,B,500000,500000,2,29,0,1917,112860,1
4428,B,1000000,1000000,2,24,1,235823,20366,1
4429,B,600000,600000,2,24,1,14213,25434,1
4430,B,800000,800000,2,48,1,17782,40635,1
4431,B,700000,700000,2,30,1,,32670,1
4432,B,400000,300000,7,36,1,242253,100628,1
4433,B,1100000,1100000,2,44,1,155070,62955,1
4434,B,600000,600000,2,28,1,23064,23400,1
4435,B,1100000,1100000,2,30,0,54456,49401,1
4436,B,800000,800000,2,32,1,0,52283,1
4437,B,800000,300000,8,68,1,31838,3230,1
4438,B,1100000,1100000,2,26,1,99965,47847,1
4439,B,800000,300000,6,23,0,0,18267,1
4440,B,400000,400000,2,27,1,114844,32582,1
4441,B,700000,700000,3,23,1,20810,11225,1
4442,B,800000,800000,2,25,1,0,35640,1
4443,B,500000,500000,2,26,1,14317,8686,1
4444,A,800000,800000,2,36,1,12729,32775,1
4445,B,900000,300000,6,22,1,7828,58781,1
4446,B,800000,800000,2,32,1,0,51075,1
4447,R,700000,700000,2,28,1,15940,23760,1
4448,B,1200000,1200000,10,30,1,91344,39489,1
4449,B,1200000,1200000,10,30,1,,39489,1
4450,B,900000,900000,2,27,1,146116,11178,1
4451,B,700000,700000,2,40,1,10607,84942,1
4452,B,500000,500000,12,25,1,20817,22653,1
4453,B,1200000,800000,2,24,1,176337,16654,1
4454,B,400000,400000,2,25,1,14745,0,1
4455,B,1300000,1300000,2,50,1,104440,24948,1
4456,R,700000,700000,2,28,1,3658,76844,1
4457,B,500000,500000,2,27,1,27042,50046,1
4458,B,800000,800000,2,25,1,20400,21072,1
4459,B,600000,600000,2,31,1,31139,23310,1
4460,B,500000,500000,7,44,1,479149,52334,1
4461,B,600000,300000,7,25,1,1456,11250,1
4462,B,1300000,1300000,2,45,1,46395,11151,1
4463,R,1000000,1000000,10,28,1,16836,30987,1
4464,B,1100000,1100000,2,28,1,90043,21508,1
4465,B,1000000,300000,5,46,1,15770,65085,1
4466,B,200000,200000,6,21,1,15576,31005,1
4467,B,400000,400000,2,27,0,38320,55239,1
4468,B,600000,300000,6,23,1,8490,6229,1
4469,B,800000,300000,7,59,1,3316,15435,1
4470,B,700000,200000,6,19,1,78841,7174,1
4471,A,1000000,700000,5,42,1,57060,16920,1
4472,B,700000,700000,2,34,0,0,58203,1
4473,B,800000,300000,6,22,1,10545,43697,1
4474,B,1100000,1100000,2,24,1,48703,24859,1
4475,B,700000,700000,2,32,1,24558,9900,1
4476,B,1100000,1100000,2,28,1,112627,12942,1
4477,B,400000,400000,2,39,0,0,76295,1
4478,B,1000000,1000000,12,36,1,52138,249421,1
4479,B,1000000,1000000,2,29,1,65646,59823,1
4480,B,1300000,300000,4,59,1,41476,44325,1
4481,B,800000,800000,2,60,0,0,69156,1
4482,B,800000,800000,1,61,0,35081,61470,1
4483,B,200000,200000,2,23,1,29921,1367,1
4484,B,600000,600000,10,24,1,14509,12160,1
4485,B,600000,600000,7,34,1,16423,15770,1
4486,B,800000,300000,4,57,1,90729,90131,1
4487,B,1300000,1300000,2,47,0,0,77499,1
4488,B,200000,200000,2,24,1,65093,9225,1
4489,B,700000,700000,7,56,1,33572,96828,1
4490,B,1300000,1300000,2,28,1,10973,27300,1
4491,B,600000,600000,2,27,1,5418,48105,1
4492,B,800000,800000,2,60,0,33164,1791,1
4493,B,600000,600000,3,24,0,25406,4554,1
4494,B,700000,700000,2,25,1,17818,17756,1
4495,B,800000,800000,7,57,1,7379,23801,1
4496,B,700000,200000,6,22,1,304987,29340,1
4497,B,600000,600000,2,37,1,16870,37401,1
4498,B,200000,200000,2,33,1,,29790,1
4499,B,600000,600000,5,39,1,,14400,1
4500,B,1000000,1000000,13,33,1,0,22104,1
4501,B,1100000,1100000,2,35,1,29187,98222,1
4502,A,700000,700000,2,33,1,11495,24840,1
4503,B,800000,800000,2,23,1,168034,126367,1
4504,B,800000,800000,11,34,1,63231,30987,1
4505,B,1000000,1000000,2,31,1,40280,39294,1
4506,B,800000,800000,2,31,1,1000,22500,1
4507,A,700000,700000,2,26,1,1976,5760,1
4508,B,800000,800000,5,34,1,303312,127816,1
4509,B,800000,800000,2,24,1,0,13761,1
4510,B,700000,300000,6,23,1,7106,9299,1
4511,B,700000,700000,2,26,1,38181,21281,1
4512,B,1100000,300000,6,22,1,134146,19251,1
4513,B,1200000,1200000,4,41,1,50449,78300,1
4514,B,500000,500000,5,27,1,0,30731,1
4515,B,600000,600000,2,30,0,30803,32603,1
4516,B,700000,700000,2,32,1,1015,68670,1
4517,B,900000,900000,2,29,1,0,34707,1
4518,B,700000,300000,4,28,1,77834,29098,1
4519,B,500000,500000,5,29,1,18810,65340,1
4520,B,500000,500000,5,29,1,,65340,1
4521,B,1000000,1000000,2,31,1,10176,17762,1
4522,B,900000,300000,2,41,1,75225,64937,1
4523,B,900000,300000,2,41,1,54974,64937,1
4524,B,700000,700000,2,25,1,41930,14526,1
4525,B,1000000,1000000,2,29,1,368382,13995,1
4526,B,800000,800000,2,28,1,2499,99354,1
4527,B,500000,500000,2,26,1,2699,25579,1
4528,B,800000,800000,7,28,1,98713,42122,1
4529,B,200000,200000,7,24,0,23412,730,1
4530,B,200000,200000,7,24,0,,730,1
4531,B,800000,400000,7,28,1,84216,10228,1
4532,B,200000,200000,6,23,0,1681,66861,1
4533,B,1000000,300000,7,38,1,409243,65583,1
4534,B,1300000,600000,5,36,1,20000,41934,1
4535,B,700000,200000,6,23,0,75050,25380,1
4536,B,1200000,1200000,2,30,1,95710,56529,1
4537,B,1000000,1000000,2,24,1,109443,49590,1
4538,B,1100000,1100000,2,33,1,0,21600,1
4539,A,500000,500000,2,35,1,48506,27810,1
4540,A,300000,300000,6,22,1,23683,15266,1
4541,B,1300000,300000,7,53,1,21728,17613,1
4542,B,1200000,1200000,2,42,0,112600,25740,1
4543,B,1300000,1300000,3,37,1,289351,24057,1
4544,B,800000,800000,2,26,1,66487,19503,1
4545,B,800000,800000,2,31,1,,18121,1
4546,B,800000,800000,2,55,1,0,5202,1
4547,B,500000,500000,2,54,1,49420,24503,1
4548,B,1200000,1200000,2,61,0,5660,74430,1
4549,B,1000000,1000000,2,28,1,31564,13339,1
4550,B,1200000,300000,2,24,1,260192,10494,1
4551,B,1000000,1000000,2,26,1,108410,45162,1
4552,R,900000,900000,2,25,1,68231,54162,1
4553,A,800000,800000,2,38,1,9111,5121,1
4554,B,700000,700000,2,28,1,,10785,1
4555,A,300000,300000,2,36,1,171575,28989,1
4556,B,500000,500000,2,30,1,77897,71380,1
4557,R,200000,200000,2,25,1,0,9752,1
4558,B,200000,200000,2,24,1,26577,93051,1
4559,B,1100000,1100000,2,28,1,185847,7569,1
4560,B,500000,500000,2,29,1,13376,34740,1
4561,B,600000,300000,2,24,1,51209,5751,1
4562,B,400000,400000,5,41,1,41914,8910,1
4563,B,800000,800000,2,28,1,0,12951,1
4564,A,1100000,1100000,2,37,1,140163,86595,1
4565,B,1200000,1200000,2,31,1,46684,41881,1
4566,B,800000,800000,2,28,1,0,64440,1
4567,B,600000,600000,7,27,1,10754,25218,1
4568,B,700000,700000,2,31,1,,16920,1
4569,B,1300000,1300000,10,32,1,221623,27900,1
4570,B,800000,800000,2,28,1,0,61590,1
4571,A,900000,900000,2,26,1,13252,52470,1
4572,B,700000,700000,2,37,1,0,56817,1
4573,B,1300000,1300000,2,55,1,48074,9496,1
4574,B,700000,300000,4,44,1,118504,88307,1
4575,B,700000,300000,2,24,1,47809,20694,1
4576,B,700000,300000,4,48,1,0,22860,1
4577,B,600000,300000,7,54,1,20130,16920,1
4578,B,500000,300000,6,23,0,,58131,1
4579,B,700000,700000,2,30,1,0,95040,1
4580,B,1300000,1100000,2,30,1,2758,63846,1
4581,B,200000,200000,2,22,1,26110,8579,1
4582,B,800000,800000,2,29,1,46377,49203,1
4583,B,800000,300000,4,55,1,61335,37215,1
4584,B,1100000,1100000,2,29,1,36601,66977,1
4585,B,600000,300000,6,23,1,29542,56261,1
4586,B,200000,200000,6,21,1,0,5970,1
4587,A,500000,500000,2,28,1,0,17820,1
4588,B,400000,400000,2,28,1,74792,17622,1
4589,B,1300000,1000000,5,43,1,,18900,1
4590,B,1000000,1000000,2,24,1,6736,22761,1
4591,R,700000,700000,2,55,0,5748,19800,1
4592,B,1300000,1300000,2,36,1,63223,41175,1
4593,B,700000,700000,2,48,1,29480,5733,1
4594,B,1000000,1000000,2,31,1,75165,15474,1
4595,B,900000,300000,6,21,1,118025,20291,1
4596,B,800000,800000,2,45,1,40850,62757,1
4597,B,600000,600000,2,28,0,0,42429,1
4598,B,600000,600000,2,28,0,3867,42429,1
4599,B,700000,700000,2,28,1,92025,16327,1
4600,B,1100000,1100000,2,28,1,14475,157176,1
4601,B,1000000,1000000,2,44,1,0,117315,1
4602,B,200000,200000,2,28,1,16938,8505,1
4603,B,200000,200000,13,24,1,23765,3726,1
4604,B,700000,700000,2,29,1,1520,32760,1
4605,B,600000,300000,6,24,1,39550,15048,1
4606,B,700000,700000,2,23,1,28524,0,1
4607,B,700000,700000,3,37,1,0,30618,1
4608,B,800000,800000,2,28,1,0,45900,1
4609,B,800000,800000,2,32,1,4085,48213,1
4610,B,500000,500000,2,34,0,0,74340,1
4611,A,900000,900000,2,25,1,33259,20790,1
4612,B,1100000,1100000,2,41,1,48718,100068,1
4613,B,700000,300000,6,25,0,31810,39690,1
4614,B,700000,700000,2,30,1,0,23670,1
4615,R,500000,500000,2,35,1,20429,47362,1
4616,B,200000,200000,5,38,0,0,25830,1
4617,B,200000,200000,2,26,1,17034,33345,1
4618,B,700000,700000,2,62,1,56288,41775,1
4619,B,1300000,1300000,2,61,1,119929,61371,1
4620,B,1100000,1100000,4,59,1,87280,15495,1
4621,B,1100000,1100000,2,26,1,3278,16151,1
4622,B,900000,900000,2,25,1,54292,34499,1
4623,B,1300000,1300000,2,25,1,171489,16128,1
4624,B,800000,800000,2,28,1,54447,36000,1
4625,B,600000,600000,7,55,1,0,6228,1
4626,B,1100000,1100000,2,28,1,30500,15930,1
4627,B,1000000,1000000,3,35,1,22112,33750,1
4628,B,700000,700000,2,26,1,21780,13455,1
4629,B,700000,700000,2,26,1,83236,49448,1
4630,B,800000,800000,12,39,1,20660,59648,1
4631,B,500000,500000,2,27,0,0,180000,1
4632,B,200000,200000,6,22,1,52726,23742,1
4633,B,1100000,1100000,7,44,1,140335,47214,1
4634,R,500000,500000,2,24,1,40755,26942,1
4635,B,700000,700000,2,24,1,26273,14000,1
4636,B,700000,700000,2,24,1,,8598,1
4637,B,1100000,1100000,2,28,1,641614,60912,1
4638,B,1200000,1200000,7,33,1,51403,61025,1
4639,A,300000,300000,2,26,1,311443,48547,1
4640,B,700000,700000,2,35,1,63068,30780,1
4641,B,600000,600000,2,29,0,152840,77969,1
4642,B,700000,700000,2,29,1,30242,4941,1
4643,B,600000,600000,2,39,1,17161,73350,1
4644,B,1000000,1000000,2,33,1,37111,46800,1
4645,B,500000,500000,2,23,1,27588,10260,1
4646,B,600000,600000,2,25,1,0,31772,1
4647,B,1300000,1300000,3,44,1,41487,97020,1
4648,B,700000,700000,2,25,1,12133,2070,1
4649,A,500000,500000,2,26,1,0,4673,1
4650,A,700000,700000,2,24,0,,16830,1
4651,B,1100000,300000,6,23,1,91863,42558,1
4652,B,1000000,1000000,3,28,1,31542,12960,1
4653,B,800000,800000,2,49,0,590,3411,1
4654,B,800000,800000,2,28,1,7674,24021,1
4655,B,1000000,1000000,2,33,1,25638,60300,1
4656,B,700000,700000,2,30,1,,25790,1
4657,B,500000,500000,3,32,1,6360,11970,1
4658,B,700000,700000,2,50,1,118493,13860,1
4659,B,1000000,1000000,3,24,1,80997,30936,1
4660,B,600000,300000,6,24,1,16535,30830,1
4661,B,600000,600000,2,32,0,36311,10980,1
4662,B,600000,600000,2,25,1,0,20448,1
4663,B,500000,500000,2,25,1,4500,18135,1
4664,B,600000,600000,2,29,1,0,4654,1
4665,B,1300000,1300000,2,31,1,113000,19482,1
4666,B,700000,700000,2,29,0,37392,7119,1
4667,B,900000,900000,2,24,1,130761,91596,1
4668,B,800000,800000,2,26,0,248389,10440,1
4669,A,1300000,1300000,3,35,0,482699,15588,1
4670,A,700000,700000,2,26,1,47972,50085,1
4671,B,800000,800000,2,33,1,0,33453,1
4672,B,1100000,1100000,2,29,1,127634,46719,1
4673,B,700000,700000,2,29,1,0,4473,1
4674,B,200000,200000,2,23,1,78768,31140,1
4675,B,700000,200000,6,23,1,149655,20610,1
4676,A,1300000,800000,3,25,1,106098,125982,1
4677,B,1000000,1000000,2,26,1,188210,46320,1
4678,B,1000000,1000000,2,26,1,,46320,1
4679,B,1200000,1200000,2,31,1,134953,61194,1
4680,B,1000000,1000000,12,29,1,158451,42165,1
4681,B,600000,600000,2,30,1,21000,19395,1
4682,B,500000,300000,2,24,1,,12312,1
4683,B,800000,800000,2,27,0,13000,38288,1
4684,B,600000,600000,2,37,1,0,18000,1
4685,B,500000,500000,2,27,1,2272,133826,1
4686,B,700000,700000,2,27,1,,80577,1
4687,B,1300000,1300000,2,25,1,24511,17860,1
4688,B,700000,700000,2,33,1,11852,12960,1
4689,B,600000,600000,2,30,1,67320,6030,1
4690,B,800000,800000,5,61,1,,60480,1
4691,R,600000,600000,7,36,1,0,1532,1
4692,B,1000000,1000000,2,42,1,47025,19509,1
4693,B,200000,200000,2,24,1,80975,6803,1
4694,R,400000,400000,2,24,1,92070,45981,1
4695,B,1000000,1000000,2,26,1,164930,75924,1
4696,B,1100000,1100000,2,28,1,76451,12870,1
4697,B,800000,800000,3,30,0,44308,38700,1
4698,R,1300000,1300000,2,47,1,306124,56045,1
4699,B,1100000,800000,2,27,1,32857,38892,1
4700,B,700000,700000,7,39,1,496805,34282,1
4701,B,700000,700000,7,39,1,,34282,1
4702,B,800000,300000,6,22,1,19613,18844,1
4703,B,200000,200000,6,22,1,0,47700,1
4704,B,500000,500000,2,24,1,26587,7425,1
4705,B,800000,800000,2,29,1,71519,62278,1
4706,B,800000,800000,2,28,1,0,4401,1
4707,A,1300000,1300000,3,36,1,92758,3960,1
4708,B,700000,700000,2,24,1,38424,21870,1
4709,B,900000,900000,2,48,1,0,46224,1
4710,A,200000,200000,2,26,1,7426,15840,1
4711,B,1300000,1300000,2,52,1,18200,9990,1
4712,B,600000,300000,6,23,1,72715,17648,1
4713,B,1200000,1200000,2,26,1,16842,21732,1
4714,B,700000,700000,2,30,1,133224,5928,1
4715,B,1300000,1300000,2,32,0,403090,29907,1
4716,B,1200000,1200000,2,27,1,0,63466,1
4717,B,800000,800000,2,30,1,13653,42074,1
4718,B,1300000,1300000,2,30,1,115782,34957,1
4719,B,500000,500000,2,38,1,0,26256,1
4720,B,800000,800000,2,29,1,1060,11136,1
4721,B,600000,600000,2,27,1,0,77363,1
4722,B,600000,600000,2,24,1,,37215,1
4723,B,300000,300000,3,21,0,0,59490,1
4724,B,200000,200000,6,22,1,58319,5355,1
4725,B,1200000,1200000,2,27,1,0,9540,1
4726,B,1100000,1100000,2,24,1,40013,61940,1
4727,B,200000,200000,6,20,1,11514,10415,1
4728,B,600000,600000,2,25,1,0,23310,1
4729,B,200000,200000,12,35,1,7524,29988,1
4730,B,900000,900000,10,25,1,81423,62766,1
4731,A,700000,200000,6,20,0,157156,28710,1
4732,B,500000,500000,2,38,1,65208,13950,1
4733,R,1000000,1000000,2,24,1,37187,28559,1
4734,B,900000,900000,2,44,1,21782,7321,1
4735,B,700000,700000,2,35,1,17330,49553,1
4736,B,1000000,1000000,7,67,1,208129,170298,1
4737,B,1000000,1000000,7,67,1,,170298,1
4738,B,800000,800000,2,28,1,4590,21870,1
4739,B,800000,800000,3,31,1,0,16173,1
4740,B,700000,700000,2,28,1,87244,47610,1
4741,A,200000,200000,2,25,0,,25290,1
4742,B,800000,800000,2,52,1,3524,29988,1
4743,B,700000,300000,6,22,0,0,24750,1
4744,B,600000,600000,2,26,1,87457,7020,1
4745,B,600000,600000,2,28,1,10241,27810,1
4746,B,200000,200000,12,21,1,143000,92450,1
4747,B,200000,200000,12,21,1,,92450,1
4748,B,800000,800000,2,26,1,54215,8262,1
4749,B,200000,200000,2,34,1,53730,19890,1
4750,B,1100000,300000,7,39,1,33123,68301,1
4751,B,600000,600000,2,36,1,81437,29583,1
4752,B,500000,500000,2,25,1,13452,58183,1
4753,B,700000,700000,2,27,1,55040,11475,1
4754,B,800000,800000,2,31,1,95260,40045,1
4755,R,500000,300000,6,22,1,,13716,1
4756,B,800000,300000,4,57,1,0,40527,1
4757,B,1300000,1300000,2,30,1,18759,43650,1
4758,B,1300000,1300000,2,49,0,62816,6653,1
4759,B,700000,700000,2,33,1,0,22860,1
4760,B,800000,800000,3,27,1,8223,9045,1
4761,B,800000,800000,3,27,1,,9045,1
4762,B,700000,700000,2,30,0,2896,14940,1
4763,B,500000,500000,2,30,1,8133,82268,1
4764,B,500000,500000,2,26,1,16130,36476,1
4765,B,600000,600000,2,26,1,7524,12060,1
4766,B,1100000,1100000,2,34,1,239274,63878,1
4767,B,800000,800000,2,24,0,7598,20781,1
4768,B,1000000,1000000,2,27,1,44430,40730,1
4769,B,1000000,400000,2,33,1,284835,38700,1
4770,B,1200000,1200000,2,32,1,182135,8208,1
4771,B,1300000,900000,2,24,1,47010,21015,1
4772,A,1000000,1000000,2,30,1,0,140910,1
4773,A,1000000,1000000,2,30,1,1247,140910,1
4774,A,700000,700000,2,27,0,,13230,1
4775,B,500000,300000,6,23,1,48254,9990,1
4776,B,300000,300000,2,25,0,5748,38610,1
4777,B,1300000,1300000,2,31,1,14321,47370,1
4778,B,800000,800000,2,50,1,57398,16722,1
4779,B,800000,800000,2,38,1,0,47895,1
4780,B,800000,800000,3,25,1,7572,9594,1
4781,B,700000,700000,2,29,1,196529,49401,1
4782,B,700000,200000,6,23,1,112364,43580,1
4783,B,1000000,1000000,2,33,1,0,18342,1
4784,B,600000,600000,2,23,1,1160,13284,1
4785,B,600000,300000,7,40,1,,12484,1
4786,B,600000,600000,2,33,1,,25652,1
4787,B,600000,600000,2,35,1,37620,25900,1
4788,B,600000,600000,2,33,1,0,61965,1
4789,B,800000,800000,2,35,1,0,36108,1
4790,B,800000,800000,3,31,1,35863,35489,1
4791,B,700000,700000,2,30,1,0,17820,1
4792,B,600000,300000,4,38,1,,17786,1
4793,B,1000000,600000,2,24,1,6223,32711,1
4794,B,800000,800000,2,27,1,16720,23058,1
4795,B,1300000,1300000,3,28,1,92770,34791,1
4796,B,1100000,1100000,2,30,1,0,98802,1
4797,B,800000,800000,2,47,1,44518,8347,1
4798,B,1000000,1000000,2,32,1,42481,30780,1
4799,B,700000,200000,6,20,1,244044,2907,1
4800,B,1100000,1100000,3,26,1,19770,18900,1
4801,B,1000000,1000000,2,28,1,22588,29070,1
4802,B,800000,800000,3,25,1,43100,26325,1
4803,B,800000,800000,2,24,1,108447,51461,1
4804,B,800000,800000,3,30,0,,33453,1
4805,B,200000,200000,2,26,1,1871,78458,1
4806,R,700000,700000,2,30,0,14231,33462,1
4807,B,800000,800000,2,44,0,268688,9495,1
4808,A,1300000,1300000,2,51,1,197068,19355,1
4809,B,800000,800000,2,26,1,172782,20366,1
4810,B,800000,800000,2,41,1,72284,5578,1
4811,B,700000,700000,2,23,1,138744,11898,1
4812,A,400000,400000,13,28,1,51972,55782,1
4813,B,800000,800000,2,28,1,0,19652,1
4814,B,700000,700000,2,27,1,0,51940,1
4815,B,600000,600000,2,25,1,,38205,1
4816,B,400000,400000,2,25,0,0,6474,1
4817,B,1200000,300000,13,35,1,3805,78114,1
4818,B,200000,200000,3,26,1,27938,17928,1
4819,B,800000,800000,5,61,1,,23652,1
4820,B,700000,300000,5,44,1,61190,6660,1
4821,B,900000,300000,6,22,1,0,23125,1
4822,B,900000,300000,6,22,1,157013,23125,1
4823,B,400000,400000,4,43,1,13680,17100,1
4824,B,500000,500000,2,28,1,0,70709,1
4825,B,1200000,1200000,2,28,1,70000,18378,1
4826,B,200000,200000,6,19,0,75908,14490,1
4827,B,1300000,1300000,2,29,1,17620,7425,1
4828,B,1000000,800000,5,27,1,36704,37391,1
4829,B,400000,300000,6,21,0,3000,36369,1
4830,B,500000,500000,2,29,1,40318,18900,1
4831,B,1300000,1300000,2,27,1,42800,20160,1
4832,B,500000,500000,2,26,1,0,15404,1
4833,B,700000,200000,6,21,1,94781,16960,1
4834,B,600000,300000,6,24,0,0,27909,1
4835,B,600000,300000,6,24,0,55300,27909,1
4836,B,700000,700000,2,26,1,37456,31351,1
4837,B,1000000,1000000,2,24,1,97909,9288,1
4838,B,1200000,900000,2,46,1,4541,9932,1
4839,B,500000,500000,2,41,0,113384,3357,1
4840,B,1000000,1000000,2,26,1,68784,37327,1
4841,B,200000,200000,6,22,1,3633,13065,1
4842,B,1200000,500000,2,24,1,236205,26873,1
4843,B,1300000,1300000,2,32,1,75621,46710,1
4844,B,700000,700000,2,29,1,0,33156,1
4845,B,700000,700000,2,32,1,0,64718,1
4846,B,200000,200000,5,52,1,42104,21870,1
4847,B,1000000,1000000,2,42,1,220402,10714,1
4848,B,200000,200000,6,19,1,5516,3114,1
4849,B,300000,300000,6,30,0,80927,39740,1
4850,B,600000,600000,7,30,1,2340,15120,1
4851,B,1100000,1100000,4,55,1,112348,13923,1
4852,B,700000,700000,2,23,1,50385,8451,1
4853,B,200000,200000,2,28,1,18048,23404,1
4854,B,800000,800000,2,24,1,4000,2250,1
4855,B,700000,700000,2,29,1,104714,19692,1
4856,B,700000,700000,2,27,1,30929,27369,1
4857,B,400000,400000,5,27,1,73150,28800,1
4858,B,700000,700000,3,30,1,36614,9106,1
4859,A,400000,400000,2,27,1,0,14355,1
4860,A,800000,800000,2,29,1,473455,42637,1
4861,A,1200000,1200000,2,29,1,78940,36675,1
4862,B,600000,600000,2,30,0,17252,33057,1
4863,B,1300000,300000,4,65,1,47909,1891,1
4864,B,1000000,1000000,3,27,1,123624,57739,1
4865,B,700000,500000,2,25,1,46464,3654,1
4866,B,1200000,1200000,3,26,1,111613,40589,1
4867,A,600000,600000,2,25,1,22321,14177,1
4868,B,600000,600000,2,27,1,102720,18900,1
4869,B,200000,200000,6,21,1,31460,22572,1
4870,R,700000,700000,1,52,1,6441,20966,1
4871,B,900000,300000,6,21,1,0,21780,1
4872,B,700000,300000,6,28,1,63250,33750,1
4873,B,600000,600000,2,28,1,0,17910,1
4874,B,1200000,1200000,2,24,1,23159,45234,1
4875,B,1100000,1100000,2,25,1,20245,9297,1
4876,B,800000,800000,2,32,1,5782,52429,1
4877,B,800000,800000,2,36,1,45249,53712,1
4878,B,700000,700000,2,36,0,0,18405,1
4879,B,500000,500000,7,24,0,13794,48600,1
4880,B,1000000,1000000,2,24,1,5707,29223,1
4881,B,900000,900000,2,39,1,65241,17599,1
4882,B,1100000,1100000,2,32,1,62707,24304,1
4883,B,1300000,300000,7,59,1,130621,19503,1
4884,B,1100000,1100000,2,26,1,100642,84626,1
4885,B,800000,800000,13,30,1,,94671,1
4886,B,500000,500000,4,55,1,,26523,1
4887,B,400000,400000,2,24,0,2181,15264,1
4888,A,500000,500000,2,26,1,551964,45540,1
4889,B,400000,400000,1,35,1,42003,0,1
4890,B,500000,500000,2,27,1,1248,20880,1
4891,B,1200000,1200000,2,39,1,74371,22770,1
4892,A,1000000,1000000,13,33,1,47876,52088,1
4893,B,200000,200000,2,24,1,67125,43746,1
4894,R,1100000,1100000,2,24,1,55452,65157,1
4895,B,600000,600000,2,30,1,,80685,1
4896,B,700000,300000,6,25,1,28740,19058,1
4897,A,700000,700000,2,26,1,13371,10538,1
4898,B,700000,700000,2,40,1,46298,46620,1
4899,B,500000,500000,2,23,1,18831,4545,1
4900,B,1100000,1100000,7,29,1,42882,13980,1
4901,A,1000000,1000000,3,25,1,182291,40030,1
4902,B,200000,200000,6,24,1,30674,18900,1
4903,B,1000000,300000,11,30,1,13770,86521,1
4904,B,600000,600000,2,26,1,0,11970,1
4905,B,1000000,300000,5,52,1,194052,2874,1
4906,R,600000,600000,3,28,1,31020,25998,1
4907,B,1100000,700000,2,23,1,55994,43859,1
4908,B,700000,300000,7,58,1,50113,5247,1
4909,B,900000,400000,8,82,1,0,31159,1
4910,B,500000,300000,7,61,1,,8142,1
4911,B,1200000,1200000,2,26,1,63109,24592,1
4912,B,800000,800000,2,29,1,7977,13680,1
4913,B,700000,400000,2,23,1,10498,23805,1
4914,B,800000,800000,4,66,1,24370,4170,1
4915,B,800000,300000,6,20,1,103730,24130,1
4916,B,700000,700000,2,29,1,31740,26235,1
4917,B,1100000,300000,2,24,1,1650,43252,1
4918,B,1300000,300000,4,56,1,4496,11340,1
4919,B,1000000,300000,13,28,1,160862,36006,1
4920,B,200000,200000,6,20,1,8050,8769,1
4921,A,700000,200000,6,22,1,37409,3861,1
4922,B,1100000,300000,6,23,1,53107,10232,1
4923,B,800000,800000,4,44,1,4085,26409,1
